recordingId,trackId,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration
9,0,34,34,60.46312,-42.12190,305.15418,1.84191,4.37364,3.19886,-4.24254,1.03958,-0.47258,5.31056,-0.17265,0.98495,-0.57786
9,0,35,35,60.59065,-42.29206,305.48637,1.84191,4.37364,3.23825,-4.26375,1.03806,-0.47448,5.35161,-0.16161,0.98895,-0.56980
9,0,36,36,60.71957,-42.46389,305.84607,1.84191,4.37364,3.27816,-4.28467,1.03845,-0.47426,5.39285,-0.14810,0.99255,-0.56403
9,0,37,37,60.84981,-42.63691,306.22452,1.84191,4.37364,3.31876,-4.30509,1.04011,-0.47233,5.43418,-0.13317,0.99569,-0.55994
9,0,38,38,60.98179,-42.81070,306.59258,1.84191,4.37364,3.36007,-4.32495,1.04239,-0.46920,5.47549,-0.11959,0.99811,-0.55723
9,0,39,39,61.11559,-42.98525,306.94992,1.84191,4.37364,3.40205,-4.34421,1.04467,-0.46534,5.51676,-0.10741,0.99985,-0.55514
9,0,40,40,61.25163,-43.16019,307.28363,1.84191,4.37364,3.44447,-4.36300,1.04650,-0.46114,5.55793,-0.09765,1.00083,-0.55330
9,0,41,41,61.38948,-43.33584,307.59643,1.84191,4.37364,3.48727,-4.38132,1.04753,-0.45692,5.59901,-0.09004,1.00113,-0.55122
9,0,42,42,61.52963,-43.51217,307.89140,1.84191,4.37364,3.53018,-4.39918,1.04760,-0.45298,5.63985,-0.08411,1.00088,-0.54853
9,0,43,43,61.67158,-43.68904,308.17316,1.84191,4.37364,3.57314,-4.41666,1.04663,-0.44956,5.68049,-0.07933,1.00027,-0.54496
9,0,44,44,61.81483,-43.86667,308.44113,1.84191,4.37364,3.61626,-4.43377,1.04450,-0.44689,5.72100,-0.07590,0.99940,-0.54027
9,0,45,45,61.96010,-44.04478,308.69520,1.84191,4.37364,3.65938,-4.45061,1.04108,-0.44518,5.76139,-0.07366,0.99831,-0.53423
9,0,46,46,62.10681,-44.22358,308.93718,1.84191,4.37364,3.70257,-4.46722,1.03621,-0.44459,5.80170,-0.07248,0.99704,-0.52660
9,0,47,47,62.25558,-44.40247,309.17403,1.84191,4.37364,3.74562,-4.48386,1.02978,-0.44516,5.84205,-0.07136,0.99559,-0.51711
9,0,48,48,62.40663,-44.58204,309.40433,1.84191,4.37364,3.78825,-4.50058,1.02182,-0.44685,5.88228,-0.07021,0.99392,-0.50588
9,0,49,49,62.55963,-44.76246,309.63157,1.84191,4.37364,3.83031,-4.51736,1.01254,-0.44964,5.92225,-0.06857,0.99214,-0.49302
9,0,50,50,62.71425,-44.94323,309.85635,1.84191,4.37364,3.87176,-4.53436,1.00220,-0.45346,5.96209,-0.06626,0.99038,-0.47874
9,0,51,51,62.87051,-45.12461,310.07419,1.84191,4.37364,3.91256,-4.55165,0.99103,-0.45820,6.00180,-0.06367,0.98863,-0.46337
9,0,52,52,63.02848,-45.30679,310.28954,1.84191,4.37364,3.95264,-4.56924,0.97929,-0.46373,6.04133,-0.06032,0.98699,-0.44712
9,0,53,53,63.18774,-45.48958,310.50104,1.84191,4.37364,3.99210,-4.58719,0.96718,-0.46994,6.08078,-0.05636,0.98549,-0.43023
9,0,54,54,63.34830,-45.67345,310.70500,1.84191,4.37364,4.03103,-4.60538,0.95481,-0.47674,6.12013,-0.05237,0.98410,-0.41290
9,0,55,55,63.51089,-45.85844,310.89485,1.84191,4.37364,4.06924,-4.62368,0.94230,-0.48424,6.15912,-0.04899,0.98294,-0.39528
9,0,56,56,63.67480,-46.04389,311.07685,1.84191,4.37364,4.10680,-4.64224,0.92985,-0.49251,6.19791,-0.04554,0.98225,-0.37733
9,0,57,57,63.84037,-46.23042,311.25608,1.84191,4.37364,4.14363,-4.66096,0.91765,-0.50169,6.23639,-0.04150,0.98227,-0.35903
9,0,58,58,64.00705,-46.41735,311.41947,1.84191,4.37364,4.17990,-4.68000,0.90584,-0.51187,6.27475,-0.03831,0.98312,-0.34064
9,0,59,59,64.17483,-46.60477,311.56804,1.84191,4.37364,4.21575,-4.69953,0.89445,-0.52303,6.31323,-0.03591,0.98479,-0.32216
9,0,60,60,64.34377,-46.79274,311.70187,1.84191,4.37364,4.25131,-4.71968,0.88336,-0.53506,6.35199,-0.03431,0.98715,-0.30358
9,0,61,61,64.51398,-46.98141,311.82539,1.84191,4.37364,4.28664,-4.74052,0.87239,-0.54775,6.39115,-0.03304,0.98994,-0.28481
9,0,62,62,64.68564,-47.17091,311.93730,1.84191,4.37364,4.32173,-4.76210,0.86131,-0.56089,6.43070,-0.03224,0.99286,-0.26586
9,0,63,63,64.85901,-47.36148,312.03796,1.84191,4.37364,4.35646,-4.78435,0.85000,-0.57429,6.47052,-0.03184,0.99571,-0.24674
9,0,64,64,65.03384,-47.55387,312.13401,1.84191,4.37364,4.39077,-4.80691,0.83840,-0.58799,6.51032,-0.03131,0.99849,-0.22728
9,0,65,65,65.21009,-47.74675,312.22679,1.84191,4.37364,4.42465,-4.82996,0.82647,-0.60212,6.55020,-0.03035,1.00131,-0.20732
9,0,66,66,65.38765,-47.94101,312.31938,1.84191,4.37364,4.45808,-4.85335,0.81418,-0.61684,6.59004,-0.02874,1.00425,-0.18671
9,0,67,67,65.56660,-48.13539,312.41306,1.84191,4.37364,4.49103,-4.87742,0.80151,-0.63221,6.63008,-0.02606,1.00736,-0.16535
9,0,68,68,65.74698,-48.33086,312.50170,1.84191,4.37364,4.52343,-4.90217,0.78848,-0.64815,6.67025,-0.02297,1.01056,-0.14341
9,0,69,69,65.92844,-48.52678,312.57868,1.84191,4.37364,4.55536,-4.92782,0.77508,-0.66449,6.71076,-0.02016,1.01372,-0.12113
9,0,70,70,66.11062,-48.72363,312.64913,1.84191,4.37364,4.58701,-4.95445,0.76117,-0.68095,6.75181,-0.01715,1.01655,-0.09851
9,0,71,71,66.29436,-48.92089,312.71472,1.84191,4.37364,4.61825,-4.98232,0.74654,-0.69707,6.79350,-0.01346,1.01858,-0.07566
9,0,72,72,66.47994,-49.11971,312.77936,1.84191,4.37364,4.64880,-5.01125,0.73117,-0.71234,6.83549,-0.00858,1.01943,-0.05285
9,0,73,73,66.66668,-49.32014,312.82955,1.84191,4.37364,4.67865,-5.04102,0.71515,-0.72645,6.87762,-0.00424,1.01894,-0.03062
9,0,74,74,66.85455,-49.52180,312.87056,1.84191,4.37364,4.70781,-5.07159,0.69855,-0.73918,6.91986,0.00011,1.01699,-0.00907
9,0,75,75,67.04356,-49.72435,312.91595,1.84191,4.37364,4.73624,-5.10302,0.68144,-0.75021,6.96224,0.00617,1.01343,0.01179
9,0,76,76,67.23346,-49.92776,312.95417,1.84191,4.37364,4.76403,-5.13542,0.66381,-0.75912,7.00488,0.01256,1.00793,0.03143
9,0,77,77,67.42473,-50.13246,312.98835,1.84191,4.37364,4.79104,-5.16871,0.64569,-0.76537,7.04764,0.01968,1.00013,0.04955
9,0,78,78,67.61690,-50.33897,313.01221,1.84191,4.37364,4.81732,-5.20258,0.62712,-0.76853,7.09033,0.02650,0.98974,0.06570
9,0,79,79,67.81019,-50.54721,313.02091,1.84191,4.37364,4.84281,-5.23678,0.60811,-0.76832,7.13272,0.03227,0.97662,0.07961
9,0,80,80,68.00491,-50.75715,313.01483,1.84191,4.37364,4.86735,-5.27102,0.58880,-0.76464,7.17450,0.03694,0.96076,0.09111
9,0,81,81,68.20088,-50.96827,312.99286,1.84191,4.37364,4.89078,-5.30526,0.56943,-0.75738,7.21553,0.04039,0.94228,0.09995
9,0,82,82,68.39743,-51.18062,312.96983,1.84191,4.37364,4.91325,-5.33938,0.55028,-0.74638,7.25583,0.04430,0.92121,0.10609
9,0,83,83,68.59443,-51.39491,312.93437,1.84191,4.37364,4.93495,-5.37302,0.53144,-0.73157,7.29527,0.04684,0.89760,0.10923
9,0,84,84,68.79185,-51.61081,312.88674,1.84191,4.37364,4.95606,-5.40591,0.51283,-0.71305,7.33376,0.04769,0.87146,0.10952
9,0,85,85,68.98967,-51.82806,312.82627,1.84191,4.37364,4.97675,-5.43788,0.49421,-0.69100,7.37133,0.04651,0.84274,0.10726
9,0,86,86,69.18844,-52.04706,312.75360,1.84191,4.37364,4.99698,-5.46860,0.47527,-0.66569,7.40766,0.04316,0.81143,0.10292
9,0,87,87,69.38823,-52.26769,312.67884,1.84191,4.37364,5.01663,-5.49776,0.45577,-0.63756,7.44248,0.03881,0.77768,0.09713
9,0,88,88,69.58864,-52.48932,312.60830,1.84191,4.37364,5.03576,-5.52532,0.43551,-0.60715,7.47575,0.03423,0.74169,0.09050
9,0,89,89,69.79033,-52.71254,312.54743,1.84191,4.37364,5.05411,-5.55096,0.41433,-0.57503,7.50708,0.03011,0.70380,0.08359
9,0,90,90,69.99300,-52.93684,312.49906,1.84191,4.37364,5.07154,-5.57461,0.39226,-0.54190,7.53632,0.02689,0.66454,0.07689
9,0,91,91,70.19637,-53.16178,312.46290,1.84191,4.37364,5.08802,-5.59632,0.36936,-0.50844,7.56347,0.02464,0.62445,0.07077
9,0,92,92,70.40021,-53.38693,312.43731,1.84191,4.37364,5.10357,-5.61633,0.34569,-0.47513,7.58874,0.02329,0.58392,0.06548
9,0,93,93,70.60425,-53.61301,312.42604,1.84191,4.37364,5.11832,-5.63459,0.32117,-0.44234,7.61218,0.02323,0.54319,0.06135
9,0,94,94,70.80941,-53.83972,312.41972,1.84191,4.37364,5.13202,-5.65116,0.29575,-0.41050,7.63365,0.02345,0.50254,0.05857
9,0,95,95,71.01553,-54.06674,312.41333,1.84191,4.37364,5.14447,-5.66619,0.26960,-0.37991,7.65315,0.02355,0.46233,0.05719
9,0,96,96,71.22252,-54.29380,312.40565,1.84191,4.37364,5.15547,-5.67995,0.24304,-0.35073,7.67073,0.02368,0.42287,0.05706
9,0,97,97,71.43031,-54.52060,312.39498,1.84191,4.37364,5.16486,-5.69282,0.21653,-0.32285,7.68657,0.02399,0.38442,0.05776
9,0,98,98,71.63822,-54.74853,312.37345,1.84191,4.37364,5.17273,-5.70459,0.19059,-0.29612,7.70058,0.02322,0.34721,0.05877
9,0,99,99,71.84624,-54.97734,312.35188,1.84191,4.37364,5.17918,-5.71513,0.16562,-0.27061,7.71272,0.02266,0.31156,0.05991
9,0,100,100,72.05437,-55.20687,312.33959,1.84191,4.37364,5.18430,-5.72438,0.14200,-0.24655,7.72301,0.02345,0.27788,0.06109
9,0,101,101,72.26260,-55.43696,312.33189,1.84191,4.37364,5.18817,-5.73229,0.12003,-0.22425,7.73147,0.02487,0.24661,0.06228
9,0,102,102,72.47043,-55.66691,312.32859,1.84191,4.37364,5.19109,-5.73911,0.09991,-0.20400,7.73848,0.02687,0.21809,0.06351
9,0,103,103,72.67787,-55.89662,312.32784,1.84191,4.37364,5.19331,-5.74514,0.08162,-0.18589,7.74443,0.02918,0.19238,0.06483
9,0,104,104,72.88544,-56.12655,312.32383,1.84191,4.37364,5.19489,-5.75044,0.06505,-0.16991,7.74942,0.03104,0.16942,0.06631
9,0,105,105,73.09314,-56.35661,312.31088,1.84191,4.37364,5.19587,-5.75515,0.05014,-0.15604,7.75357,0.03174,0.14914,0.06796
9,0,106,106,73.30099,-56.58669,312.29131,1.84191,4.37364,5.19626,-5.75941,0.03685,-0.14421,7.75699,0.03166,0.13147,0.06978
9,0,107,107,73.50902,-56.81674,312.26287,1.84191,4.37364,5.19606,-5.76336,0.02520,-0.13427,7.75980,0.03062,0.11632,0.07166
9,0,108,108,73.71668,-57.04721,312.22991,1.84191,4.37364,5.19548,-5.76699,0.01518,-0.12612,7.76211,0.02902,0.10359,0.07353
9,0,109,109,73.92459,-57.27752,312.19261,1.84191,4.37364,5.19447,-5.77048,0.00676,-0.11961,7.76403,0.02706,0.09316,0.07532
9,0,110,110,74.13220,-57.50815,312.15174,1.84191,4.37364,5.19318,-5.77382,-0.00006,-0.11461,7.76567,0.02472,0.08493,0.07696
9,0,111,111,74.33955,-57.73907,312.10919,1.84191,4.37364,5.19178,-5.77702,-0.00541,-0.11102,7.76711,0.02214,0.07874,0.07845
9,0,112,112,74.54725,-57.96974,312.07265,1.84191,4.37364,5.19014,-5.78026,-0.00934,-0.10872,7.76844,0.02057,0.07444,0.07978
9,0,113,113,74.75424,-58.20009,312.04198,1.84191,4.37364,5.18860,-5.78380,-0.01198,-0.10742,7.77004,0.01993,0.07175,0.08084
9,0,114,114,74.96106,-58.43067,312.01517,1.84191,4.37364,5.18723,-5.78763,-0.01359,-0.10677,7.77198,0.01987,0.07022,0.08156
9,0,115,115,75.16772,-58.66148,311.98990,1.84191,4.37364,5.18613,-5.79174,-0.01448,-0.10642,7.77431,0.02002,0.06941,0.08196
9,0,116,116,75.37475,-58.89308,311.96816,1.84191,4.37364,5.18515,-5.79591,-0.01489,-0.10620,7.77675,0.02058,0.06900,0.08209
9,0,117,117,75.58168,-59.12494,311.94870,1.84191,4.37364,5.18434,-5.80008,-0.01500,-0.10607,7.77933,0.02133,0.06886,0.08206
9,0,118,118,75.78851,-59.35711,311.92496,1.84191,4.37364,5.18374,-5.80423,-0.01500,-0.10601,7.78202,0.02132,0.06886,0.08199
9,0,119,119,75.99585,-59.58911,311.89889,1.84191,4.37364,5.18314,-5.80847,-0.01500,-0.10601,7.78478,0.02106,0.06889,0.08196
9,1,0,0,78.87509,-56.53199,129.99514,1.70464,4.05673,-5.92745,7.48316,-1.35682,0.33834,9.54255,0.26858,1.13126,-0.82200
9,1,1,1,78.63713,-56.23196,130.07179,1.70464,4.05673,-5.99781,7.50886,-1.35894,0.32310,9.60714,0.24406,1.12206,-0.83192
9,1,2,2,78.39438,-55.92882,130.18228,1.70464,4.05673,-6.06754,7.53294,-1.34533,0.29620,9.67004,0.22484,1.09433,-0.83671
9,1,3,3,78.14782,-55.62373,130.30177,1.70464,4.05673,-6.13562,7.55453,-1.31689,0.25885,9.73005,0.20705,1.04920,-0.83690
9,1,4,4,77.89780,-55.31831,130.40971,1.70464,4.05673,-6.20115,7.57341,-1.27490,0.21237,9.78650,0.18772,0.98816,-0.83308
9,1,5,5,77.64483,-55.01181,130.49127,1.70464,4.05673,-6.26343,7.58907,-1.22084,0.15804,9.83858,0.16446,0.91292,-0.82583
9,1,6,6,77.38868,-54.70401,130.56124,1.70464,4.05673,-6.32170,7.60092,-1.15642,0.09736,9.88526,0.13991,0.82594,-0.81523
9,1,7,7,77.12904,-54.39462,130.63892,1.70464,4.05673,-6.37505,7.60823,-1.08373,0.03221,9.92536,0.11759,0.73027,-0.80139
9,1,8,8,76.86748,-54.08561,130.72434,1.70464,4.05673,-6.42322,7.61108,-1.00509,-0.03542,9.95875,0.09774,0.62889,-0.78482
9,1,9,9,76.60396,-53.77725,130.83368,1.70464,4.05673,-6.46593,7.60964,-0.92278,-0.10383,9.98538,0.08349,0.52482,-0.76608
9,1,10,10,76.33944,-53.46988,130.96330,1.70464,4.05673,-6.50328,7.60423,-0.83900,-0.17159,10.00557,0.07432,0.42046,-0.74605
9,1,11,11,76.07433,-53.16329,131.10011,1.70464,4.05673,-6.53557,7.59509,-0.75564,-0.23759,10.01970,0.06788,0.31770,-0.72561
9,1,12,12,75.80844,-52.85674,131.23119,1.70464,4.05673,-6.56297,7.58214,-0.67433,-0.30073,10.02784,0.06166,0.21829,-0.70534
9,1,13,13,75.54262,-52.55066,131.34979,1.70464,4.05673,-6.58602,7.56545,-0.59639,-0.35981,10.03039,0.05409,0.12390,-0.68541
9,1,14,14,75.27599,-52.24595,131.46006,1.70464,4.05673,-6.60486,7.54544,-0.52292,-0.41375,10.02775,0.04602,0.03616,-0.66583
9,1,15,15,75.00989,-51.94257,131.57054,1.70464,4.05673,-6.62017,7.52252,-0.45476,-0.46169,10.02065,0.03869,-0.04366,-0.64658
9,1,16,16,74.74347,-51.64045,131.67420,1.70464,4.05673,-6.63225,7.49704,-0.39246,-0.50295,10.00957,0.03086,-0.11473,-0.62755
9,1,17,17,74.47748,-51.34017,131.76733,1.70464,4.05673,-6.64169,7.46959,-0.33634,-0.53703,9.99532,0.02181,-0.17651,-0.60859
9,1,18,18,74.21176,-51.04206,131.85423,1.70464,4.05673,-6.64897,7.44088,-0.28644,-0.56384,9.97874,0.01239,-0.22885,-0.58957
9,1,19,19,73.94587,-50.74490,131.93771,1.70464,4.05673,-6.65437,7.41111,-0.24266,-0.58342,9.96018,0.00301,-0.27182,-0.57042
9,1,20,20,73.68052,-50.44948,132.02189,1.70464,4.05673,-6.65843,7.38077,-0.20473,-0.59589,9.94035,-0.00568,-0.30564,-0.55099
9,1,21,21,73.41540,-50.15551,132.11373,1.70464,4.05673,-6.66152,7.35025,-0.17216,-0.60153,9.91978,-0.01251,-0.33077,-0.53110
9,1,22,22,73.15019,-49.86274,132.20870,1.70464,4.05673,-6.66387,7.31981,-0.14442,-0.60063,9.89881,-0.01826,-0.34786,-0.51049
9,1,23,23,72.88510,-49.57158,132.31312,1.70464,4.05673,-6.66574,7.28986,-0.12090,-0.59357,9.87794,-0.02176,-0.35755,-0.48899
9,1,24,24,72.61980,-49.28190,132.43643,1.70464,4.05673,-6.66724,7.26077,-0.10100,-0.58089,9.85751,-0.02124,-0.36056,-0.46651
9,1,25,25,72.35447,-48.99422,132.57282,1.70464,4.05673,-6.66852,7.23311,-0.08414,-0.56332,9.83803,-0.01743,-0.35791,-0.44306
9,1,26,26,72.08941,-48.70695,132.71495,1.70464,4.05673,-6.66983,7.20679,-0.06970,-0.54163,9.81959,-0.01184,-0.35068,-0.41863
9,1,27,27,71.82371,-48.42066,132.85437,1.70464,4.05673,-6.67101,7.18195,-0.05709,-0.51647,9.80219,-0.00570,-0.33979,-0.39312
9,1,28,28,71.55706,-48.13435,132.98620,1.70464,4.05673,-6.67179,7.15835,-0.04603,-0.48825,9.78543,0.00019,-0.32578,-0.36657
9,1,29,29,71.29018,-47.84817,133.10325,1.70464,4.05673,-6.67213,7.13578,-0.03648,-0.45704,9.76917,0.00450,-0.30877,-0.33893
9,1,30,30,71.02341,-47.56375,133.21463,1.70464,4.05673,-6.67216,7.11471,-0.02839,-0.42291,9.75381,0.00906,-0.28878,-0.31027
9,1,31,31,70.75671,-47.27985,133.32492,1.70464,4.05673,-6.67194,7.09516,-0.02170,-0.38608,9.73939,0.01457,-0.26597,-0.28069
9,1,32,32,70.49007,-46.99641,133.42006,1.70464,4.05673,-6.67155,7.07709,-0.01631,-0.34661,9.72597,0.01861,-0.24054,-0.25009
9,1,33,33,70.22324,-46.71351,133.51282,1.70464,4.05673,-6.67097,7.06057,-0.01217,-0.30450,9.71354,0.02340,-0.21245,-0.21848
9,1,34,34,69.95644,-46.43188,133.59442,1.70464,4.05673,-6.67024,7.04595,-0.00925,-0.25984,9.70241,0.02767,-0.18181,-0.18587
9,1,35,35,69.68927,-46.15090,133.66200,1.70464,4.05673,-6.66926,7.03337,-0.00761,-0.21287,9.69259,0.03115,-0.14874,-0.15248
9,1,36,36,69.42242,-45.87077,133.71526,1.70464,4.05673,-6.66818,7.02309,-0.00735,-0.16393,9.68438,0.03384,-0.11341,-0.11860
9,1,37,37,69.15649,-45.59209,133.75153,1.70464,4.05673,-6.66741,7.01562,-0.00831,-0.11365,9.67843,0.03536,-0.07635,-0.08459
9,1,38,38,68.89063,-45.31343,133.77379,1.70464,4.05673,-6.66701,7.01090,-0.01017,-0.06282,9.67473,0.03614,-0.03833,-0.05080
9,1,39,39,68.62450,-45.03456,133.78312,1.70464,4.05673,-6.66691,7.00883,-0.01264,-0.01213,9.67316,0.03635,-0.00001,-0.01752
9,1,40,40,68.35868,-44.75589,133.78987,1.70464,4.05673,-6.66726,7.00945,-0.01544,0.03779,9.67385,0.03767,0.03796,0.01500
9,1,41,41,68.09235,-44.47639,133.79117,1.70464,4.05673,-6.66787,7.01243,-0.01832,0.08642,9.67642,0.03951,0.07506,0.04658
9,1,42,42,67.82598,-44.19674,133.79912,1.70464,4.05673,-6.66874,7.01772,-0.02115,0.13340,9.68084,0.04389,0.11092,0.07707
9,1,43,43,67.55928,-43.91628,133.82629,1.70464,4.05673,-6.66975,7.02504,-0.02382,0.17847,9.68679,0.05281,0.14525,0.10641
9,1,44,44,67.29304,-43.63532,133.84572,1.70464,4.05673,-6.67109,7.03423,-0.02621,0.22153,9.69433,0.06150,0.17792,0.13455
9,1,45,45,67.02629,-43.35384,133.84602,1.70464,4.05673,-6.67258,7.04517,-0.02819,0.26252,9.70325,0.06806,0.20886,0.16152
9,1,46,46,66.75932,-43.07235,133.82073,1.70464,4.05673,-6.67413,7.05795,-0.02974,0.30133,9.71358,0.07151,0.23801,0.18719
9,1,47,47,66.49254,-42.79061,133.78221,1.70464,4.05673,-6.67582,7.07262,-0.03083,0.33769,9.72538,0.07391,0.26513,0.21139
9,1,48,48,66.22516,-42.50838,133.73280,1.70464,4.05673,-6.67742,7.08913,-0.03148,0.37124,9.73848,0.07577,0.29001,0.23389
9,1,49,49,65.95742,-42.22542,133.68425,1.70464,4.05673,-6.67881,7.10733,-0.03189,0.40162,9.75266,0.07909,0.31246,0.25433
9,1,50,50,65.69013,-41.94108,133.64021,1.70464,4.05673,-6.68017,7.12686,-0.03219,0.42858,9.76779,0.08409,0.33237,0.27248
9,1,51,51,65.42290,-41.65563,133.60374,1.70464,4.05673,-6.68154,7.14746,-0.03241,0.45209,9.78370,0.09109,0.34972,0.28832
9,1,52,52,65.15558,-41.36900,133.55446,1.70464,4.05673,-6.68290,7.16885,-0.03255,0.47222,9.80022,0.09642,0.36465,0.30179
9,1,53,53,64.88810,-41.08115,133.50537,1.70464,4.05673,-6.68422,7.19075,-0.03265,0.48918,9.81709,0.10215,0.37729,0.31308
9,1,54,54,64.62084,-40.79251,133.44309,1.70464,4.05673,-6.68559,7.21309,-0.03271,0.50325,9.83436,0.10584,0.38788,0.32231
9,1,55,55,64.35337,-40.50322,133.36167,1.70464,4.05673,-6.68696,7.23585,-0.03271,0.51463,9.85198,0.10649,0.39661,0.32957
9,1,56,56,64.08550,-40.21296,133.26608,1.70464,4.05673,-6.68818,7.25889,-0.03272,0.52346,9.86976,0.10496,0.40360,0.33495
9,1,57,57,63.81761,-39.92127,133.17831,1.70464,4.05673,-6.68927,7.28192,-0.03288,0.53002,9.88745,0.10481,0.40900,0.33870
