recordingId,trackId,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration
4,0,41,41,127.36517,-52.69961,247.76347,1.98859,4.45302,-0.38091,-0.88411,0.45490,1.14165,0.96250,0.01800,-1.22889,0.01097
4,0,42,42,127.35107,-52.73282,247.72759,1.98859,4.45302,-0.36365,-0.83922,0.44345,1.11261,0.91443,0.01844,-1.19767,0.01133
4,0,43,43,127.33746,-52.76485,247.69573,1.98859,4.45302,-0.34708,-0.79575,0.43305,1.08448,0.86794,0.01911,-1.16769,0.01093
4,0,44,44,127.32373,-52.79578,247.65777,1.98859,4.45302,-0.33085,-0.75342,0.42379,1.05739,0.82263,0.01961,-1.13911,0.00998
4,0,45,45,127.31050,-52.82566,247.61642,1.98859,4.45302,-0.31486,-0.71193,0.41556,1.03123,0.77820,0.02003,-1.11178,0.00845
4,0,46,46,127.29783,-52.85394,247.58181,1.98859,4.45302,-0.29904,-0.67125,0.40820,1.00575,0.73456,0.02045,-1.08542,0.00620
4,0,47,47,127.28565,-52.88027,247.55172,1.98859,4.45302,-0.28329,-0.63147,0.40154,0.98079,0.69179,0.02069,-1.05979,0.00340
4,0,48,48,127.27350,-52.90559,247.53116,1.98859,4.45302,-0.26735,-0.59235,0.39522,0.95610,0.64955,0.02067,-1.03456,0.00019
4,0,49,49,127.26199,-52.92968,247.50961,1.98859,4.45302,-0.25121,-0.55375,0.38879,0.93129,0.60773,0.02028,-1.00918,-0.00298
4,0,50,50,127.25176,-52.95184,247.49260,1.98859,4.45302,-0.23513,-0.51584,0.38195,0.90597,0.56656,0.01976,-0.98317,-0.00604
4,0,51,51,127.24207,-52.97229,247.47447,1.98859,4.45302,-0.21909,-0.47873,0.37445,0.87989,0.52614,0.01898,-0.95621,-0.00880
4,0,52,52,127.23306,-52.99069,247.46213,1.98859,4.45302,-0.20313,-0.44268,0.36608,0.85295,0.48673,0.01794,-0.92812,-0.01119
4,0,53,53,127.22546,-53.00733,247.45542,1.98859,4.45302,-0.18760,-0.40786,0.35678,0.82522,0.44861,0.01689,-0.89895,-0.01312
4,0,54,54,127.21882,-53.02268,247.45199,1.98859,4.45302,-0.17267,-0.37427,0.34670,0.79686,0.41187,0.01595,-0.86889,-0.01464
4,0,55,55,127.21233,-53.03692,247.44855,1.98859,4.45302,-0.15820,-0.34185,0.33600,0.76793,0.37638,0.01500,-0.83807,-0.01579
4,0,56,56,127.20623,-53.04982,247.43739,1.98859,4.45302,-0.14414,-0.31065,0.32468,0.73849,0.34218,0.01391,-0.80654,-0.01647
4,0,57,57,127.20042,-53.06221,247.41691,1.98859,4.45302,-0.13041,-0.28041,0.31268,0.70847,0.30899,0.01273,-0.77422,-0.01664
4,0,58,58,127.19569,-53.07356,247.39853,1.98859,4.45302,-0.11726,-0.25109,0.29999,0.67760,0.27688,0.01175,-0.74085,-0.01654
4,0,59,59,127.19121,-53.08337,247.38526,1.98859,4.45302,-0.10460,-0.22289,0.28665,0.64569,0.24597,0.01085,-0.70627,-0.01632
4,0,60,60,127.18739,-53.09198,247.38477,1.98859,4.45302,-0.09253,-0.19587,0.27268,0.61263,0.21639,0.01010,-0.67038,-0.01613
4,0,61,61,127.18402,-53.09914,247.38063,1.98859,4.45302,-0.08107,-0.17025,0.25813,0.57843,0.18833,0.00935,-0.63321,-0.01581
4,0,62,62,127.18122,-53.10459,247.37756,1.98859,4.45302,-0.07028,-0.14636,0.24307,0.54328,0.16213,0.00857,-0.59498,-0.01539
4,0,63,63,127.17866,-53.10899,247.37300,1.98859,4.45302,-0.06012,-0.12428,0.22755,0.50759,0.13784,0.00767,-0.55607,-0.01475
4,0,64,64,127.17674,-53.11292,247.36539,1.98859,4.45302,-0.05069,-0.10388,0.21166,0.47168,0.11539,0.00681,-0.51681,-0.01383
4,0,65,65,127.17513,-53.11653,247.35991,1.98859,4.45302,-0.04201,-0.08499,0.19549,0.43571,0.09461,0.00605,-0.47738,-0.01271
4,0,66,66,127.17376,-53.11965,247.35198,1.98859,4.45302,-0.03403,-0.06751,0.17914,0.39969,0.07541,0.00541,-0.43785,-0.01142
4,0,67,67,127.17310,-53.12154,247.34604,1.98859,4.45302,-0.02693,-0.05166,0.16274,0.36373,0.05805,0.00495,-0.39835,-0.01009
4,0,68,68,127.17277,-53.12254,247.34227,1.98859,4.45302,-0.02073,-0.03757,0.14653,0.32806,0.04265,0.00466,-0.35918,-0.00884
4,0,69,69,127.17268,-53.12279,247.34122,1.98859,4.45302,-0.01543,-0.02529,0.13075,0.29303,0.02928,0.00449,-0.32079,-0.00777
4,0,70,70,127.17266,-53.12270,247.34440,1.98859,4.45302,-0.01096,-0.01477,0.11563,0.25903,0.01785,0.00442,-0.28359,-0.00693
4,0,71,71,127.17267,-53.12236,247.34768,1.98859,4.45302,-0.00723,-0.00589,0.10134,0.22637,0.00822,0.00440,-0.24794,-0.00634
4,0,72,72,127.17282,-53.12145,247.34855,1.98859,4.45302,-0.00422,0.00129,0.08802,0.19539,0.00043,0.00439,-0.21422,-0.00598
4,0,73,73,127.17295,-53.12036,247.34951,1.98859,4.45302,-0.00183,0.00689,0.07579,0.16646,-0.00565,0.00434,-0.18281,-0.00584
4,0,74,74,127.17291,-53.11941,247.34891,1.98859,4.45302,0.00008,0.01110,0.06468,0.13986,-0.01028,0.00421,-0.15398,-0.00583
4,0,75,75,127.17272,-53.11870,247.34637,1.98859,4.45302,0.00164,0.01420,0.05465,0.11573,-0.01373,0.00395,-0.12785,-0.00586
4,0,76,76,127.17263,-53.11794,247.34741,1.98859,4.45302,0.00288,0.01628,0.04561,0.09412,-0.01614,0.00361,-0.10442,-0.00584
4,0,77,77,127.17249,-53.11749,247.34881,1.98859,4.45302,0.00388,0.01762,0.03745,0.07500,-0.01775,0.00321,-0.08363,-0.00568
4,0,78,78,127.17226,-53.11735,247.35154,1.98859,4.45302,0.00471,0.01844,0.03004,0.05818,-0.01883,0.00275,-0.06526,-0.00532
4,0,79,79,127.17225,-53.11686,247.35450,1.98859,4.45302,0.00534,0.01870,0.02324,0.04349,-0.01931,0.00227,-0.04908,-0.00471
4,0,80,80,127.17229,-53.11633,247.35824,1.98859,4.45302,0.00577,0.01848,0.01698,0.03080,-0.01928,0.00179,-0.03497,-0.00382
4,0,81,81,127.17268,-53.11579,247.36408,1.98859,4.45302,0.00590,0.01784,0.01125,0.02004,-0.01873,0.00142,-0.02283,-0.00267
4,0,82,82,127.17313,-53.11520,247.36883,1.98859,4.45302,0.00571,0.01682,0.00611,0.01112,-0.01772,0.00120,-0.01262,-0.00136
4,0,83,83,127.17364,-53.11456,247.37061,1.98859,4.45302,0.00521,0.01546,0.00167,0.00401,-0.01628,0.00114,-0.00434,0.00000
4,0,84,84,127.17407,-53.11417,247.37425,1.98859,4.45302,0.00444,0.01392,-0.00199,-0.00135,-0.01456,0.00125,0.00201,0.00132
4,0,85,85,127.17412,-53.11438,247.37452,1.98859,4.45302,0.00358,0.01246,-0.00483,-0.00515,-0.01288,0.00149,0.00661,0.00248
4,0,86,86,127.17399,-53.11478,247.37155,1.98859,4.45302,0.00270,0.01121,-0.00695,-0.00773,-0.01139,0.00182,0.00981,0.00344
4,0,87,87,127.17394,-53.11509,247.37006,1.98859,4.45302,0.00181,0.01016,-0.00841,-0.00941,-0.01008,0.00224,0.01193,0.00414
4,0,88,88,127.17413,-53.11500,247.37272,1.98859,4.45302,0.00081,0.00917,-0.00924,-0.01042,-0.00877,0.00278,0.01317,0.00452
4,0,89,89,127.17424,-53.11482,247.37911,1.98859,4.45302,-0.00026,0.00820,-0.00938,-0.01084,-0.00747,0.00339,0.01362,0.00449
4,0,90,90,127.17412,-53.11491,247.38433,1.98859,4.45302,-0.00129,0.00739,-0.00885,-0.01080,-0.00632,0.00404,0.01337,0.00401
4,0,91,91,127.17377,-53.11511,247.38946,1.98859,4.45302,-0.00219,0.00676,-0.00771,-0.01047,-0.00540,0.00462,0.01263,0.00309
4,0,92,92,127.17322,-53.11548,247.39163,1.98859,4.45302,-0.00286,0.00641,-0.00612,-0.01008,-0.00482,0.00510,0.01166,0.00178
4,0,93,93,127.17263,-53.11571,247.39424,1.98859,4.45302,-0.00328,0.00626,-0.00427,-0.00985,-0.00452,0.00543,0.01073,0.00016
4,0,94,94,127.17207,-53.11586,247.39211,1.98859,4.45302,-0.00345,0.00628,-0.00233,-0.00995,-0.00447,0.00559,0.01008,-0.00167
4,0,95,95,127.17152,-53.11594,247.38671,1.98859,4.45302,-0.00338,0.00642,-0.00047,-0.01052,-0.00463,0.00559,0.00989,-0.00361
4,0,96,96,127.17097,-53.11594,247.37979,1.98859,4.45302,-0.00307,0.00664,0.00114,-0.01169,-0.00495,0.00539,0.01035,-0.00555
4,0,97,97,127.17041,-53.11587,247.37792,1.98859,4.45302,-0.00252,0.00689,0.00234,-0.01353,-0.00539,0.00497,0.01159,-0.00736
4,0,98,98,127.16980,-53.11571,247.38088,1.98859,4.45302,-0.00172,0.00710,0.00293,-0.01611,-0.00590,0.00432,0.01375,-0.00890
4,0,99,99,127.16976,-53.11567,247.38772,1.98859,4.45302,-0.00090,0.00731,0.00282,-0.01950,-0.00640,0.00364,0.01692,-0.01010
4,0,100,100,127.16965,-53.11553,247.39930,1.98859,4.45302,-0.00006,0.00743,0.00199,-0.02376,-0.00684,0.00291,0.02117,-0.01097
4,0,101,101,127.16948,-53.11530,247.41180,1.98859,4.45302,0.00081,0.00741,0.00041,-0.02894,-0.00715,0.00210,0.02656,-0.01149
4,0,102,102,127.16908,-53.11532,247.42248,1.98859,4.45302,0.00179,0.00729,-0.00206,-0.03510,-0.00742,0.00114,0.03320,-0.01158
4,0,103,103,127.16930,-53.11521,247.43170,1.98859,4.45302,0.00262,0.00699,-0.00546,-0.04233,-0.00746,0.00026,0.04118,-0.01120
4,0,104,104,127.16942,-53.11501,247.43776,1.98859,4.45302,0.00330,0.00642,-0.00977,-0.05067,-0.00719,-0.00059,0.05054,-0.01042
4,0,105,105,127.16970,-53.11480,247.43932,1.98859,4.45302,0.00375,0.00551,-0.01495,-0.06014,-0.00653,-0.00135,0.06127,-0.00927
4,0,106,106,127.16974,-53.11485,247.43821,1.98859,4.45302,0.00403,0.00432,-0.02098,-0.07077,-0.00554,-0.00207,0.07340,-0.00778
4,0,107,107,127.16989,-53.11499,247.43239,1.98859,4.45302,0.00407,0.00280,-0.02790,-0.08266,-0.00415,-0.00268,0.08704,-0.00596
4,0,108,108,127.17002,-53.11551,247.42480,1.98859,4.45302,0.00384,0.00104,-0.03569,-0.09598,-0.00243,-0.00314,0.10233,-0.00389
4,0,109,109,127.17039,-53.11583,247.41580,1.98859,4.45302,0.00319,-0.00115,-0.04431,-0.11090,-0.00017,-0.00338,0.11942,-0.00167
4,0,110,110,127.17068,-53.11618,247.40700,1.98859,4.45302,0.00212,-0.00384,-0.05368,-0.12752,0.00273,-0.00343,0.13836,0.00057
4,0,111,111,127.17086,-53.11660,247.40060,1.98859,4.45302,0.00062,-0.00714,-0.06372,-0.14591,0.00635,-0.00332,0.15920,0.00276
4,0,112,112,127.17109,-53.11678,247.39463,1.98859,4.45302,-0.00138,-0.01126,-0.07436,-0.16607,0.01092,-0.00305,0.18189,0.00482
4,0,113,113,127.17136,-53.11677,247.38730,1.98859,4.45302,-0.00396,-0.01642,-0.08547,-0.18782,0.01668,-0.00265,0.20624,0.00669
4,0,114,114,127.17135,-53.11729,247.37894,1.98859,4.45302,-0.00708,-0.02257,-0.09693,-0.21099,0.02355,-0.00215,0.23204,0.00832
4,0,115,115,127.17160,-53.11781,247.37404,1.98859,4.45302,-0.01090,-0.02986,-0.10857,-0.23542,0.03175,-0.00143,0.25907,0.00964
4,0,116,116,127.17154,-53.11901,247.36881,1.98859,4.45302,-0.01537,-0.03820,-0.12017,-0.26096,0.04117,-0.00052,0.28711,0.01050
4,0,117,117,127.17079,-53.12084,247.36164,1.98859,4.45302,-0.02028,-0.04753,-0.13166,-0.28759,0.05168,0.00042,0.31611,0.01082
4,0,118,118,127.16994,-53.12288,247.35531,1.98859,4.45302,-0.02568,-0.05796,-0.14303,-0.31531,0.06338,0.00139,0.34607,0.01060
4,0,119,119,127.16881,-53.12523,247.34822,1.98859,4.45302,-0.03154,-0.06959,-0.15426,-0.34406,0.07637,0.00231,0.37693,0.00985
4,0,120,120,127.16732,-53.12805,247.33884,1.98859,4.45302,-0.03781,-0.08247,-0.16537,-0.37375,0.09067,0.00312,0.40861,0.00860
4,0,121,121,127.16548,-53.13115,247.32710,1.98859,4.45302,-0.04445,-0.09672,-0.17642,-0.40422,0.10638,0.00373,0.44099,0.00697
4,0,122,122,127.16318,-53.13475,247.30723,1.98859,4.45302,-0.05137,-0.11244,-0.18753,-0.43527,0.12356,0.00402,0.47392,0.00509
4,0,123,123,127.16029,-53.13908,247.28585,1.98859,4.45302,-0.05847,-0.12961,-0.19890,-0.46667,0.14213,0.00389,0.50728,0.00328
4,0,124,124,127.15716,-53.14423,247.25986,1.98859,4.45302,-0.06576,-0.14819,-0.21081,-0.49823,0.16209,0.00337,0.54099,0.00184
4,0,125,125,127.15378,-53.15015,247.23855,1.98859,4.45302,-0.07330,-0.16820,-0.22350,-0.52979,0.18346,0.00252,0.57500,0.00112
4,0,126,126,127.15012,-53.15686,247.22453,1.98859,4.45302,-0.08113,-0.18965,-0.23718,-0.56118,0.20627,0.00139,0.60925,0.00144
4,0,127,127,127.14668,-53.16467,247.21850,1.98859,4.45302,-0.08951,-0.21244,-0.25198,-0.59228,0.23053,0.00026,0.64364,0.00298
4,0,128,128,127.14338,-53.17364,247.21891,1.98859,4.45302,-0.09867,-0.23648,-0.26780,-0.62302,0.25624,-0.00060,0.67812,0.00566
4,0,129,129,127.13990,-53.18417,247.21790,1.98859,4.45302,-0.10873,-0.26152,-0.28439,-0.65354,0.28322,-0.00102,0.71268,0.00914
4,0,130,130,127.13594,-53.19517,247.20558,1.98859,4.45302,-0.11971,-0.28777,-0.30151,-0.68394,0.31167,-0.00113,0.74734,0.01299
4,0,131,131,127.13139,-53.20691,247.18456,1.98859,4.45302,-0.13156,-0.31537,-0.31894,-0.71417,0.34171,-0.00102,0.78196,0.01706
4,0,132,132,127.12652,-53.21985,247.15353,1.98859,4.45302,-0.14436,-0.34427,-0.33644,-0.74410,0.37331,-0.00063,0.81636,0.02114
4,0,133,133,127.12118,-53.23435,247.11655,1.98859,4.45302,-0.15815,-0.37432,-0.35376,-0.77373,0.40636,0.00015,0.85040,0.02505
4,0,134,134,127.11439,-53.25047,247.08149,1.98859,4.45302,-0.17256,-0.40534,-0.37078,-0.80318,0.44054,0.00109,0.88417,0.02874
4,0,135,135,127.10660,-53.26817,247.05911,1.98859,4.45302,-0.18742,-0.43720,-0.38766,-0.83273,0.47567,0.00218,0.91797,0.03242
4,0,136,136,127.09787,-53.28690,247.03755,1.98859,4.45302,-0.20258,-0.47001,-0.40470,-0.86266,0.51180,0.00316,0.95219,0.03609
4,0,137,137,127.08915,-53.30698,247.01726,1.98859,4.45302,-0.21830,-0.50379,-0.42215,-0.89320,0.54903,0.00427,0.98713,0.03989
4,0,138,138,127.07992,-53.32832,246.99625,1.98859,4.45302,-0.23466,-0.53859,-0.44009,-0.92457,0.58747,0.00552,1.02303,0.04378
4,0,139,139,127.06956,-53.35066,246.97093,1.98859,4.45302,-0.25149,-0.57463,-0.45868,-0.95687,0.62722,0.00665,1.06005,0.04780
4,0,140,140,127.05848,-53.37381,246.94712,1.98859,4.45302,-0.26880,-0.61220,-0.47818,-0.99000,0.66857,0.00761,1.09819,0.05233
4,0,141,141,127.04673,-53.39847,246.92575,1.98859,4.45302,-0.28664,-0.65135,-0.49884,-1.02370,0.71158,0.00843,1.13731,0.05772
4,0,142,142,127.03471,-53.42485,246.89898,1.98859,4.45302,-0.30525,-0.69204,-0.52082,-1.05776,0.75631,0.00925,1.17729,0.06404
4,0,143,143,127.02136,-53.45245,246.85979,1.98859,4.45302,-0.32445,-0.73446,-0.54428,-1.09189,0.80287,0.00971,1.21794,0.07140
4,0,144,144,127.00761,-53.48180,246.81701,1.98859,4.45302,-0.34445,-0.77861,-0.56945,-1.12573,0.85134,0.01012,1.25901,0.08030
4,0,145,145,126.99392,-53.51293,246.77021,1.98859,4.45302,-0.36567,-0.82448,-0.59628,-1.15891,0.90187,0.01084,1.30015,0.09084
4,0,146,146,126.97931,-53.54613,246.70986,1.98859,4.45302,-0.38817,-0.87196,-0.62457,-1.19112,0.95439,0.01178,1.34100,0.10272
4,0,147,147,126.96395,-53.58139,246.65403,1.98859,4.45302,-0.41207,-0.92095,-0.65407,-1.22208,1.00885,0.01337,1.38122,0.11623
4,0,148,148,126.94742,-53.61907,246.60732,1.98859,4.45302,-0.43733,-0.97124,-0.68457,-1.25167,1.06505,0.01577,1.42058,0.13135
4,0,149,149,126.93010,-53.65883,246.56276,1.98859,4.45302,-0.46410,-1.02275,-0.71582,-1.27983,1.12296,0.01902,1.45896,0.14772
4,0,150,150,126.91137,-53.70081,246.50677,1.98859,4.45302,-0.49229,-1.07536,-0.74761,-1.30657,1.18247,0.02279,1.49629,0.16478
4,0,151,151,126.89158,-53.74483,246.44213,1.98859,4.45302,-0.52194,-1.12907,-0.77974,-1.33187,1.24357,0.02718,1.53251,0.18244
4,0,152,152,126.87064,-53.79016,246.37052,1.98859,4.45302,-0.55311,-1.18414,-0.81201,-1.35556,1.30655,0.03211,1.56737,0.20059
4,0,153,153,126.84803,-53.83820,246.30068,1.98859,4.45302,-0.58563,-1.24032,-0.84426,-1.37736,1.37111,0.03771,1.60055,0.21945
4,0,154,154,126.82368,-53.88860,246.22009,1.98859,4.45302,-0.61935,-1.29751,-0.87653,-1.39714,1.43709,0.04358,1.63197,0.23875
4,0,155,155,126.79842,-53.94111,246.14074,1.98859,4.45302,-0.65444,-1.35569,-0.90880,-1.41473,1.50455,0.05015,1.66144,0.25889
4,0,156,156,126.77173,-53.99609,246.04948,1.98859,4.45302,-0.69090,-1.41472,-0.94101,-1.42996,1.57337,0.05711,1.68883,0.27950
4,0,157,157,126.74283,-54.05384,245.94489,1.98859,4.45302,-0.72845,-1.47435,-0.97320,-1.44274,1.64324,0.06422,1.71413,0.30060
4,0,158,158,126.71305,-54.11426,245.82462,1.98859,4.45302,-0.76735,-1.53438,-1.00545,-1.45315,1.71406,0.07167,1.73747,0.32216
4,0,159,159,126.68194,-54.17716,245.68985,1.98859,4.45302,-0.80769,-1.59468,-1.03766,-1.46131,1.78578,0.07958,1.75892,0.34407
4,0,160,160,126.64949,-54.24224,245.54693,1.98859,4.45302,-0.84959,-1.65525,-1.06962,-1.46732,1.85846,0.08819,1.77847,0.36628
4,0,161,161,126.61498,-54.31007,245.38946,1.98859,4.45302,-0.89290,-1.71589,-1.10111,-1.47130,1.93187,0.09721,1.79620,0.38836
4,0,162,162,126.57878,-54.37998,245.21614,1.98859,4.45302,-0.93763,-1.77665,-1.13199,-1.47335,2.00607,0.10650,1.81218,0.41011
4,0,163,163,126.54108,-54.45238,245.02535,1.98859,4.45302,-0.98388,-1.83743,-1.16205,-1.47352,2.08103,0.11609,1.82638,0.43125
4,0,164,164,126.50094,-54.52683,244.82511,1.98859,4.45302,-1.03139,-1.89831,-1.19111,-1.47181,2.15673,0.12591,1.83868,0.45189
4,0,165,165,126.45900,-54.60340,244.60922,1.98859,4.45302,-1.08017,-1.95933,-1.21909,-1.46804,2.23324,0.13569,1.84897,0.47185
4,0,166,166,126.41458,-54.68274,244.38617,1.98859,4.45302,-1.12997,-2.02029,-1.24598,-1.46209,2.31025,0.14555,1.85705,0.49147
4,0,167,167,126.36824,-54.76418,244.16232,1.98859,4.45302,-1.18080,-2.08123,-1.27186,-1.45379,2.38779,0.15571,1.86276,0.51112
4,0,168,168,126.31953,-54.84788,243.93676,1.98859,4.45302,-1.23247,-2.14211,-1.29685,-1.44290,2.46578,0.16597,1.86595,0.53102
4,0,169,169,126.26848,-54.93370,243.70097,1.98859,4.45302,-1.28486,-2.20297,-1.32118,-1.42906,2.54422,0.17583,1.86650,0.55127
4,0,170,170,126.21674,-55.02256,243.45042,1.98859,4.45302,-1.33850,-2.26344,-1.34485,-1.41201,2.62303,0.18566,1.86422,0.57191
4,0,171,171,126.16286,-55.11333,243.19860,1.98859,4.45302,-1.39339,-2.32358,-1.36758,-1.39147,2.70225,0.19600,1.85863,0.59326
4,0,172,172,126.10707,-55.20617,242.94569,1.98859,4.45302,-1.44960,-2.38339,-1.38901,-1.36702,2.78192,0.20693,1.84921,0.61525
4,0,173,173,126.04862,-55.30171,242.68330,1.98859,4.45302,-1.50693,-2.44258,-1.40880,-1.33825,2.86173,0.21796,1.83552,0.63756
4,0,174,174,125.98739,-55.39926,242.40668,1.98859,4.45302,-1.56512,-2.50110,-1.42679,-1.30473,2.94157,0.22860,1.81720,0.66016
4,0,175,175,125.92353,-55.49922,242.11370,1.98859,4.45302,-1.62398,-2.55874,-1.44297,-1.26598,3.02117,0.23863,1.79388,0.68328
4,0,176,176,125.85703,-55.60189,241.80711,1.98859,4.45302,-1.68333,-2.61510,-1.45743,-1.22165,3.10012,0.24814,1.76527,0.70737
